sequence,score
天氣 情況 雲 多 部分 雨 溫度 一 九 至 二 三,1.2914338738804974
風 東 至 東南 未來 一 天 兩 天 雨 星期 六 星期日 溫暖 濕 霧 有,1.8693350164678209
香港 新 加 一 四 新型冠狀 肺 炎 多 人 去 曾經 歐洲,1.2886212853938015
明日 凌晨 一 二 開始 有關 入 全部 留 分 要 有關 多 急 限制 返 香港 專業 建議 返 香港 全部 人 即 化驗 病毒,3.913550122664183
美國 說 有關 一 萬 億 美 元 幫 幫 幫 包括 甚麼 每個人 派 最 多 一 千 美 元,1.7713682650654556
飛機 內 即 不 第 一 人 多 聚集 時 比較 長,0.978409623341141
真 現在 基本 說 即 現在 情況 好像 甚麼 傳 火,1.580690624766116
看到 火 勁 勁 急 嚴重 一 天 兩 天 遲 開始 水喉 救 不,1.322857768594179
努力 努力 全部 入 入 入 人人 不要 家庭 社區 再 傳染 第 二 第 三 不要,2.829660024307067
最 方便 最 能 控制 傳染 危險 情況,1.4959786163674051
現在 衞生 屋 仍 談 細節 安排 如何 <MUMBLE>,1.448508176421817
家 內 留 分 留 選 最 好 不 我們 人,0.32036940662759394
酒店 會 會 說 今 政府 內 問 問 如果 成功 不成功 接受 某人 外國 返 香港 人 留 學生 聯 會 說 多 酒店 不喜歡 拒絕 真 酒店 組 說 真 有 部分 歡迎,5.084763185381609
我 覺得 影響 酒店 身份 不 我 覺得 正面 真 酒店 一定 要 行,2.6937608623436877
歐洲 新 肺 新型冠狀 炎 有關 全部 五 萬,1.2205991712991389
歐洲 組 二 七 國 同意 即 封關 三 十 天 馬來西亞 今 即 封關,2.1684315935722265
跟 黑 山 第 一 次 病 傳染 新冠 肺 炎 歐洲 國 全部 說 問題 兩 病 病 最近 西班牙 美國 返 返 家 內 分 留 檢測,2.8698451400542995
有 一 半 真 <MUMBLE> 北 區域 區域 仍然,1.1237849569816998
美國 休息 再 新聞 報告 美國 股票指數 三 有關 錢 亞洲 跌 跌 停 亞 今 全部 降下 香港 股票指數 一 千 幾 點,3.981384153478328
高 法 審判 說 地鐵 要 交 上 年 八 月 三 一 太子 事 有關 閉路電視 閉路電視 片段 要,2.702447347571928
香港 股票指數 今 降下 機會 比較 高,1.8366395425295217
另 新聞 高 法 審判 說 香港 地鐡 要 七 天 內 教育 大學 學生 上 年 八 月 三 一 有關 太子 全部 閉路電視 閉路電視 片段,4.30505512700462
九 月 二 號 起 晚上 即 釋放 控告 地鐵 公開 上 年 八 月 三 一 有關 到 第 二 天 太子 內 全部 閉路電視 片段 包括 九 月 一 號 荔枝角 閉路電視 片段,4.8634578017790435
人 事 非法 拘捕 我 一 <MUMBLE>,0.791263913809257
真 今 影片 不能 複 或者 公開 發放 不能 但是 律師 組 細究 調查 全部 閉路電視片,3.7621014163414785
看 如何 幫 我 自 情況 另 法 審判 有關 地鐵 承擔 錢 訟 費,2.0175813263230458
奧運 專 飛機 日本 即 返 希臘 聖火 回 日本 有關 真 奧運 仍 日期 開始,3.3807198573968957
東京 羽 田 即 飛 名字 名字 典 真 揮手 員工,1.6634895878988372
天氣 情況 雲 多 有 部分 雨 早上 晚上 見 霧,1.4989505282443543
明天 部分 區域 區域 有 雷 溫度 二 十 至 二 四,1.8475807361386
未來 星期 五 有 部分 雨 星期 六 星期日 下星期 起 濕 霧 早上 有 溫暖,2.7356802541664584
今 外 溫度 二 十 濕 百分比 九 二,0.8542934105963538
今 即 出入 人人 要 隔離 家 內 隔離 天 一 四 要 臺灣 澳門 兩 國 隔離 不要,2.6659315914264115
今 即 某人 出入 簽證 某人 家 隔離 天 一 四 要 臺灣 澳門 之外,2.7913599542689496
某人 香港 返 香港 說 隔離 指 計劃 接受 能 新 計劃 即 多 包括 澳洲 美國 英國 等 返 香港 部分 穿上 防 防,3.9818774901116885
出入 有 工作 職員 給 手帶 幫 調查,1.9682088536315148
檢測 關於 健康 表 再 A P P 關於 看 再 紙 程序 給 派 派 派,1.5366658767938128
他 <MUMBLE> 覺得 香港 資源 不夠 某人 非 香港 人 入 阻止 要,2.0705226575800837
名字 記者 英國 一 日 新 加 肺 新型冠狀 這 証實 七 百 幾,1.5719298986652857
英國 領袖 名字 星期 三 記者 見 關於 新型冠狀 肺 傳染散播 這 即 決定 星期 五 下午 多 學校 課 停 至 日期 說 會 遲,4.032529100757643
香港 股票 最 多 跌 超 一 千 一 最後 五 百 幾 三 年 破 新,0.9765141414780134
內地 昨天 新 加 肺 新型冠狀 証實 加 三 四 外 入 影響 第 一 次 我們 感染 本地 內地 人 傳染 零,3.1620612672441926
最後 他 自 止 開會 後 要 求 再 法 定 人 要 數 數 開會 坐 人 少 少 最後 人 不夠,1.5964922708334335
看 天氣 雲 多 雨 看不到 部分 地方 雷 溫度 二 十 至 二 三,1.7108510836634876
明天 東 至 東 南 風 星期 六 星期日 霧 星期日 星期 一 部分 陽光 溫暖,2.659639225909338
香港 肺 新型冠狀 証實 肺 肺 加 四 八 今 明 加 新 上升 外 多 外 旅遊 有 曾經,1.9060417193847474
他 說 準備 資源 或者 招聘 人 準備 証實 証實 有 懷疑 人 幫 幫 要 <MUMBLE>,2.4880047678388206
某人 菲律賓 轉到 臺灣 旅遊 早 入 檢測 重要,2.414718630255919
如果 我 今 發現 身體 有 病 感染 有 交通 叫 的士 等 真 危險 自私 不能,2.977791895440505
一 屋 屋 屋 大學 全部 多 有 証實 証實 証實 有 飛機 全日 大約 超 六 十 返 香港 三 十 大約 取消 取消 明天 前 一 樣 差不多,4.29428925872449
加州 全部 封閉 封閉 封閉 主席 他 說 全部 人 留家 要 美國 特朗普 說 名稱 內地 病 毒 <MUMBLE> 病 傳播 這 負責 要,4.794865255101477
題目 內地 病 毒 肺 傳染 真 能 阻止 這 源自 內地 假如 早 他們 知道 能 阻止,3.2234966881164078
泰國 四 月 五 月 減 四 九 六 百分比 運輸 香港 快 運 全部 停 至 四 月 尾,1.7393756585172038
新聞 時間 繼續 關於 經濟 新聞 香港 股票 三 年 比 降下 今 反 上升 一 千 一 星期 全部 計算 超 跌 一 半,3.9027011898762978
全部 估 這 計算 計算 或者 起名 甚麼 斬 這 全部 差不多 七 十 至 八 十 百分比 今 看到 有 反彈 正常,3.884944047040451
名字 名字 一 三 百分比 這 藍 股 最 多,0.8848436753828761
之外 另 新聞 政府 地方 選 這 觀塘 準備 發展 第 二 興建 這 估 給 一 千 城 八 十 百分比 賣,2.9603606457688403
這 政府 招 股票 名字 名字 呎 二 一 萬 呎,1.099899111118814
他 說 提醒 我們 交流 接觸 自 距離 聚集 聚集 或者 傳染 方法 防,3.151296497800812
名字 L 証實 肺 新型冠狀 後 另 香港 空手道 名字 名字 曾 檢測 化驗 她 陽性,3.267630708598528
安心 平安 想 多 不要 想 正面 要 健康 再 起立 能,2.2257520404535
真 証實 名字 這 L 康復 信 心 能,0.8998084920427956
天氣 情況 估 計算 雲 多 雨 一 二 早 晚 <MUMBLE> 霧 有 明天 下午 時間 短 陽光 溫度 二 一 至 二 四 風 東 至 東 南,2.6119587495526955
未來 一 天 兩 天 濕 濕 濕 霧 部分 早上 時間 陽光 溫暖 下 星期 三 星期 四 雨 兩 三,2.4970948089415086
環保 屋 說 空氣 質素 健康 危險 多少 請看,2.8362850749232207
政府 說 加 強 嚴 外 任何 人入境 檢測 會,1.5625672491171798
延 遲 中 讀書 D S E 考試,0.8205229640045038
醫 管 屋 說 亞洲 展覽 屋 檢測 中 心 四 人 調換 亂 有 二 証實 醫生 有 放 行街 能,2.4736155176134758
肺 炎 繼續 歐洲 擴散 意大利 一 日 加 <BAD> 超 六 百 死亡 死亡 死亡 情況 再 超 記錄 <MUMBLE>,3.100368879184624
政府 有權力的人 林 月 說 社 會 大眾 明白 由於 肺 炎 情況 緊張 嚴 重要 要 配合 政府 配合 計劃 社 外 交流 聚集 停,4.433357356133076
政府 有權力的人 林 月 加 強 處理 指派 會 發現 偷偷 違法 人 懲罰 會,2.7043594626424907
另 三 關 內地 返 香港 違反 十 四 真 指派 檢控 再 懲罰 會 安排 下 星期,2.447175499254875
警告 全部 人 接受 家 內 隔離 令 人 不要 <MUMBLE>,1.870057564265638
政府 會 加 強 入境 檢測 計劃 會 飛機 入境 人 特別 病 各種 沒 檢測,2.6863135900355095
希望 快 找 快 如有 病 人 隔離 治療 快,1.7041393152581275
由於 有 檢測 負責 重複 <MUMBLE> 為甚麼,1.7182536400191801
兩 証實 肺 有 真 重複 去 安排 接觸 沒,1.2261012443264157
仍然 家 留 有 仍然 繼續 個人 衞生 仍然 社 交流 兩 人 要有距離 拒絕,2.8349671716727936
香港 加 十 七 新 冠 肺 炎,0.20919937954994425
另 二 十 暫時 証實 肺 有 最 年幼 月 二 十 嬰兒,1.4551166269681461
另 三 人 康復 放 一 零 一 証實 懷疑 人 証實 肺 炎 放 醫院 <STOP>,1.6010683351019965
四 州 命令 家 留 要 求,0.3343605992972249
有人 估 新 西 州 五 州 美國 全部 經濟 嚴 重 二 分 三 三 分 一 美國 特朗普 說 政府 有 一 萬 億 幫 幫 會 現在 說 全部 封城 不要,3.013724565120806
最近 有 多 人 郵寄 口罩 各種 香港郵政 現在 郵寄 特別 快 貨運 比 平 時 誇張 一 倍,3.5086126242388884
新 冠 肺 炎 全 世界 擴散 仍然 外 有人 外國 生 生活 華人 話 有人 歧視 或者 街 試過 被襲,3.9582984202313733
今日 元朗 七 月 二 十 一 發生 至今 八 個 月 地鐵 負責 想 關閉 西 關 五 出口 真 拉索帶 有人 入 禁止,3.982069084278804
真 買 票 停 服務 上 網 呼籲 元朗 剛剛 去 大 馬 路 聚集 地鐵 附近 有 警察 駐守,3.0471777740967187
區域 區域 貨運 公司 有人 郵寄 掛隊 有 上 環 貨 全部 手拎很多東西 有 人 說 普通 口罩 酒精 清理 郵寄 外國 親戚 朋友,5.980769279932419
說 兩 個 月 以前 香港 買 口罩 不能 朋友 法國 郵寄 幫 幫 現在 重複 買 給 給 同 事,2.7389050809797566
英國 真 口罩 到處都沒有 嚴重,1.6882617304175467
多 我 買 口罩 第 一 第 二 酒精 按壓 擦 搓手 要 買 多 全部 貨運 郵寄 真 香港 很好 英國 搶奪 打架 誇張,4.546327218718864
擴散 新 星 首次 死亡 証實,1.4510790773006386
病 毒 首次 哪裏 內地 開始 多 外國 生活 華 人 稱為 新 冠 肺 炎 突然 他 無辜 打,2.9721413944869717
老 婆婆 他 男 噴 洗手 噴 噴 噴 追 噴 噴 噴 噴 噴 噴人 女 戴口罩 美國 紐約 街 黑 人 男 打 打,2.3626130110652985
得 州 華 人 父 生 男 刀 刺 臉 真 縫 十幾,0.4602212422844314
安全 危險 生計 困難 影響 做 司機 U B 華 人 客 人 見 華 人 會 取消 指派 司機 召來 如果 華 人 或者 亞州 客 人 有人 坐 拒絕,4.849364220231009
 關 美國 特朗普 最近 說 有關,1.153427048605955
特朗普 他 說 內地 病 毒 完 華 人 全部 開始 緊張 有,1.3092476542517812
有 關 真 足球 四 強  東 五 比 零 勝 真 馬 肺 炎 關門 比賽 藍 衫 東方 真 四 分鐘 答謝 全部 支持 艾 華 附近 踢球,3.6443665051478957
多 雨 多 霧 有 晚上 有 有時 下雨 明天 有時 時 有 陽光 溫度 二 十 一 至 二 十 六 微風 普通 南 東南 星期 一 仍然 濕 有 霧,4.291352127994469
下 星期 一 <BAD> 下 星期 中 全部 有 雨 <STOP>,0.7038106314453015
香港 加 証實 肺 新冠 有 加 人 四 十 四 外 多 旅遊 有,1.1744641212392901
名字 梁 <MUMBLE> 說 政府 要 入境 檢測 病毒 加 加 加 要 餐廳 屋 各種 如何 關閉 如何 玩 如何 生意 停 要,3.573911665602526
新加坡 明日 晚 開始 時 短 旅客 入境 禁止 如何 轉機 來往 禁止 意大利 加 加 死亡 死亡 一 日 破 新 上升 全部 商業 活動 停 兩 星期,6.071142510690407
美國 證 肺 新冠 人 計算 計算 兩 日 上升 幾多 一 倍 全球 他 第 三 多,2.5890267808141307
日本 東京 奧運 委員 會 組 現在 延後 幾 月 幾 日 定 計劃 會,2.1834827700436503
香港 比賽 金鐘 名字 勝出 超 年 四 十 再 全部 內地 人 齊全 勝出 展示 榮譽,3.703081884203531
新聞 說 日本 東京 奧運 委員 現在 肺 蔓延 這 情況 真 全部 日期 延後 準備 計劃 調換 商量 準備 延後 一 年 至 兩 年,5.382669961166682
真 我 奇妙 馬 很好 態度 堅持 馬 很好 現在 天氣 真 現在 比賽 這 這 這 真 困難 全部 四 年 歲 真 定 未來 有名 能,4.330919852493736
看到 柱 估 鞭策 我 真 勝出 能,1.3950116211117196
天氣 雲 多 早 晚 霧 天氣 有時 下雨 溫度 二 二 至 二 八,1.888011809010496
估 質素 健康 這邊 這邊,2.5208596441211633
政府 星期 三 開始 加 強 入境 限制 管 包括 真 香港 不 飛機 入境 禁止 變 法 暫時 真 香港 餐廳 酒吧 賣 酒 禁止,4.278276858418259
再 加 三 九 人 <BAD> 人 新冠 肺 炎 包括 機場 負責 管理 工作 衞生 屋 醫生,2.3145599075211023
美國 一 日 新 加 加 超 八 千 新冠 肺 炎,0.6165387323856828
內地 意大利 之後 最 多 國 他,0.9934817997624972
上 星期 四 開始 全部 外國 香港 入境 不管 香港 人 是否 入境 嚴格 家 內 留 兩 星期 每天 超 一 千 人 旅遊 入境 香港 超 一 半 飛機 入境,5.525609313791388
星期 三 晚上 十 二 點 開始香 港人 不 外國 哪個 國 飛 入境 香港 兩 星期 嘗試 外國 參觀 地方 禁止 入境,4.760911279559405
全部 澳門 臺灣 入境 人 包括 香港 人 要 嚴格 留家 隔離 兩 星期 問 是否 遲 封關 政府 反應 是否 慢 政府 權 林 月 說 要 看 情況 變化,5.764907156360399
真 遲 早 真 無關 要 看 情況 開始 <MUMBLE> 基礎 一 步 一 步 再 控制 加 加,1.889592561494773
未來 要 再 方法 嚴格 計劃 加 加 不 看 看 看 香港 整體 情況 再 看 外國 哪裏 情況,2.9711880091847056
再 決定 甚麼 情況 能 社會 社區 支持 接受 計劃,2.307325621606629
香港 人 澳門 臺灣 入境 香港 現在 限制 限制 管制 沒 新 計劃 說 內地 入境 香港 一 樣 嚴格 家 留 兩 星期,4.465356827026911
內地 香港 情況 嚴重 不 外國 入 入 入,1.257210387981589
覺得 隔離 兩 星期 覺得 能,1.1598131601030413
幫 幫 不適合 家 隔離 人,0.7424969742053977
對於 香港 回來 回來 回來 人 可能 影響 病 毒,2.198520975708799
新 方法 說 後 歐洲 美國 入境 病 發燒 咳 冇 顯微鏡 病 毒 要 林 月 說 你 家 留 要 遵守 規則,2.7605307678101587
林 月 說 留意 有 某些人 挑戰 命令 規則 隔離 有 某些 留意報道 接受 檢疫 隔離 嘗試 山頂 上 打球 <BAD> 籃球 各種 嘗試 有 關 安排 要 懲罰 會,6.2165239268400985
要 嚴格 懲罰 懲罰 有人 挑戰 人 不要 浪費 前 人 醫生 努力,3.1241738944662902
想 違反 家 內 命令 人,0.6874812296450128
政府 再 修改 法 暫時 禁止 香港 全部 有 酒精 牌 餐廳 酒吧 或者 地方 賣 酒精 或者 給 酒精 覺得 酒吧 界 覺得 急 不合理,5.310731340890645
酒吧 如何 口罩 除 酒 飲 飲 聊天 喝醉 後 接觸 親密 行為 多 危險 傳染,3.484554402248503
主動 法 修改 暫時 禁止 <MUMBLE> 酒吧 牌 酒精 牌 餐廳 酒吧 會社 <MUMBLE> 停 賣 給 酒精,3.426237333427704
酒吧 酒 沒 歡迎 人 意見 怎樣 覺得 不合理,2.0490507835705745
酒吧 賣 酒 沒 香港 變 好像 失去生機 全部 失去生機,2.8153479419678256
多 關門 關門 關門 譬如 馬 會 關門 健身 空間 關門 全部 關門 關門 酒吧 關門,4.436956428339941
因為 人 戴口罩 不 飲 啤酒 帶 口罩 困難 除下口罩 危險 一 樣,2.488050575688146
酒吧 界 覺得 政府 以前 沒 諮詢 羣組 急 不合理 有,2.3375826196334395
外 哪裏 人 爆發 推卸責任 酒吧 人 或者 酒精 牌 人 覺得 不公平,2.8893711673616
酒吧 街 主席 名字 文 名字 張 反對 政府 限制 食肆 營運 如果 政府 資助 代 錢 薪金 或者 租金 支付 能 考慮,5.203517534513861
香港 全部 全部 三 六 五 人 肺 炎 新冠,0.9410760285874182
新 加 加 十 八 至 歲 六 十 六,0.0
機場 內 工作 數天 機場 內 多 參觀 旅遊,2.2353800643780093
她們 有 時間 去 喫飯 或者 去 洗手間 洗手,2.225644247598174
社 區域 最 重要,0.7193913925609541
減 社 交流 接觸 要 加 加 接觸 分開,1.343392867650687
信 一定 要 不 聚集 要 大家 停,1.0144165235345806
情況 分析 第 一 誰 能 繼續 圍起 保護 抵抗 會,2.2358278859414136
美國 一 日 加 超 八 千 新冠 肺 炎,0.6165387323856828
日本 東京 奧運 仍然 七 月 開始 國際 奧運 委員 會 四 星期 內 再 決定,3.199671429112346
知道 自 處理 留 家 隔離 假 地址 給 三 月 八 日 命令 嚴格 回來 香港 兩 星期 試過 去 內地 要 一定 留 兩 個 禮拜 嚴格 隔離 留,4.637278379954751
違反 違法 最 高 懲罰 二 萬 五 千 監禁 六 個 月,1.4420996027637447
被告 去 走 時 真 給 人 牌 做 地址 資料 屯門 提堂 被告 說 自 無辜,2.756414720511901
問 處理 主 裁判 名字 張 是否沒有事 去 社區 張 說 被告 覺得 自 錯 沒 延至 下 星期 一 再 轉往 粉 山 裁判 排隊,4.449438991378796
他 <MUMBLE> 申請 釋放 拒絕 <MUMBLE> 有,1.0491648699048783
俄羅斯 真 飛機 飛機 命令 飛機 醫療 各種 飛 幫 意大利 醫療 專家 一起去,3.753686023108103
仍然 等待 全部 時間 開始 說,1.3064262529765456
英格蘭 有 關 德 超 推車 早 關門 醫護 買 買 買 要 情況 但是 多 排隊 買 買 混亂,2.956988687673442
日本 新冠 肺 炎 情況 暫時 緩和 進展 能 一 千 一 百 零 三 人 病 肺 炎 有 四 一 人 死亡,2.626226791571211
新冠 肺 炎 全球 蔓延 國際 奧運 委員 會 思考 七 月 日本東京 奧運 要 變 決定 真 說 政府 權力 安 三 完整 奧運 延後 選 這 方法,5.475438395337804
國際 奧運 委員 會 決定 考慮 延後 我 一 樣,1.9377976060915423
如果 要 完整 處理 奧運 想 如果 變得 困難 要 先 考慮 運動 重要 選 沒 辦法,3.839893245946519
天氣 情況 多 雲 漸變多 今 晚上 小 下雨 霧 少 明日 短 時間 有 陽光 溫度 二 一 至 二 五,3.2071883783370883
天氣 一 兩 天 多 有時 落雨 風 暖,1.31467954171457
香港 新冠 這 肺 越來越多 加 加 比 加 三 十 有 一 病 去 去 澳門 那個 地方 影響 是否 不知道,2.9021310916414715
有人 挑戰 檢疫 規則 他 祕密外出 餐廳 多 人 被帶到 <BAD> 隔離 中 心 安排 隔離 要,3.329797734554738
加 加 全球 第 一 地方 十 六 家 命令 紙的樣子,1.6386107999918837
希望 現在 時間 多 方法 一 個 一 個 甚麼 好 全部 自 默契 控制自己 要,2.5923688477955746
有 地方 區域 有地方 香港 人 嚴重 香港 人 或是 留 學生 怎麼辦 基本 規則 他 規定 了 出入境 一定 能 要 拒絕 不能,5.113945095313242
有些 酒店 集體 檢疫 病 林 月 答 每天 飛機 入境 家 人 差不多 六 千 至 七 千 全部 搬 酒店 猜測 不行,4.200665565881872
美國 一 日 新 加 超 一 萬 一 千 病 加 加 加 全球 第 一 破 四 萬 六 千 華盛頓 地方 十 六 現在 命令 紙的樣子 家 要,2.5720176433856747
看 加 州 哪裏 沙灘 海 看仍然 華盛頓 看 花 花 花 仍然,2.066450587051606
亞 名字 他 說 多 公司 公司 現在 初步 商量 醫療 做 甚麼,2.4556005515304644
哪裏 人 說 三 個 月 四 個 月 開始 他 建議 估計 快 比 特朗普 兩 個 禮拜 命令 任何人 囤積 甚麼 口罩 各種 炒 貴 譬如 囤積 禁止,5.28499864906512
新 加 証實 死亡 數 兩 日 小 下降 衞生 部門 說 顯示 地方 控制 能 早 說 不,2.6438253547923027
張 出任 最後 法 首 權 法官 代 立 他 稱為 權 做 立 同意 要,1.8214722280070381
東京 日本 東京 奧運 火 火 火 星期 四 開始 委員 會 奧運 延後 明天 年 成立 可能,3.8898239799525793
他 厲害 做 領導 能 他 法 機構 再 法 組 組 全部 尊重 有 歲 五 八 他,1.9379567342722162
最後 法 屋 <BAD> 法 主 要 先 負責 給 立法 會 要 安排 內 委員 處理 要 行 政 權 說 六 個月 以前 選 主席 未 關注 有,3.2028381796603744
大 律師 高級 公 會 張 全部 尊重 信任 他 能 基本 要求 責任 最後 法 屋 做 負責 能,3.4063473561059827
泰國 政府 關 肺 情況 <MUMBLE> 緊張 令 星期 四 開始,1.672485045210867
天氣 情況 晚 霧 變 越來越多 溫度 二 十 一,1.4206275019121093
晚上 天 時 陽光 風 東,0.6825467757549231
幫 家 說 空氣 質素 健康 危險 這裏 這裏,2.3074713907770628
香港 再 加 二 四 肺 發炎 冠狀病毒 有,0.8586340813783617
間中 多 人 有 去 旅遊 遊覽 有 好像 超 四 百,1.6353600740590344
政府 加 強 冠狀病毒 肺 發炎 檢測 接著 包括 歐洲 美國 回來 香港 生病 發燒 咳嗽 懷疑 發燒 有 沒 但是 感覺 少少 遺漏,6.101649797877809
美國 一 天 計算 加 新 一 千 新 八 千 五 百,0.6542369082135899
肺 發炎 特朗普希望 蛋 節 前 重複 經濟 活動 各種,2.0891753591861715
我 自 跑步 去 酒吧 問 誰 首先提出 體驗過 真 感覺 沒用,2.5268664877033564
那間 酒吧 有 給我們 沒 不知道 哪裡 拿到 清理 防 接觸 中 心 解釋 過程 做 好像 開始 新 瓶 真 瓶 美國 回來 香港 人 多 人 回來 香港 人 多,5.419535354313869
一 次 性 派發 多 人 擔心 機場 裡面 流程 完整 未 害怕 有 混亂 隨意 人流緊密,3.605749849331908
覺得 省錢 錢 不,1.1802222451898237
第 二 闊 檢測 有 幫助我 早 找 找到 誰 知道 人 多 有 病 毒,1.5489955058204559
早 分開 能 早 醫治,0.941566660891968
防 肺 入 遊走 社會 希望 這裡 個人 人 自 主動 要,2.218042245358063
取 瓶,0.0
能 幫 香港 幫我 自,0.6896295029547119
專業 擔心 多 家庭 內 坐 或者 鼓勵 前 多 人 回來 或者 影響 肺 發炎 或者 意見 全部 大家 私人 醫院 政府 醫 家 二 四 小時 顯微鏡觀察 小心 地方 有,6.162742926688561
外 看情況 嚴重 政府 現在 開始 開始 管理 嚴格 限制 明白 誰 非 香港 人 飛機 回來,3.699653344553527
過程 新 人 叫 藍 牙 手帶 代替 最近 手帶 管理,2.5416412089883993
如果 非 香港 人 回來 香港 不行,1.4095792092902808
多 人 影響 有 現在 嘗試 這裡 管理 病 有 沒 病 毒 有 盲目 遊走 多 人 會 廣泛傳染 危險,3.120915921485032
誰 上 外 新 限制 嘗試 回來 拜 印尼 飛機 有 拖延 遲 我 我倆 國 回來 是不是 覺得 幸運 真幸運,4.500257240651634
手帶 這 配合 時間 內 電 真 配合 電話,2.007446272952149
如果 真 電話 內 命令 祕密 去 家 等 收短訊 不,1.8902083704008894
因為 多 感覺 對 大家 朋友 真 特別 節日,2.0275904097398447
美國 政府 特朗普 現在 視情況 變 退步 嚴重 外 韓國 給 緊急 測試 顯明鏡觀察,3.786632805574195
關係 時期 這 特朗普 要 求 韓國 幫我 美國 新 冠狀病毒 顯微鏡觀察 評估,3.2342805109628228
真 韓國 有 五 公司 做 來貨 販賣 已完成 五 測試 顯明鏡觀察 每天 給我 二 萬 人 檢測,3.7506601552084926
韓國 說 影響 內 肺 沒 貨 美國 能,0.8979574393779071
酒吧 意見 停 兩 星期 代替 政府 說 真 賣 酒 禁止,1.7506486967275736
所以 我倆 走 禁止 分享 害怕 內地 屋 名字 德 內地 身份證 申請 能 號碼 香港 人 幫 回來 香港 要 武漢 外 交通 現在仍然 停,5.367825120338282
上 網 話 四 月 八 日 後 武漢 回來 香港 高鐵 賣 賣光 不合理,2.339925689634607
問 要不要 第 三 飛機 去 接收 香港 人 多 人 回來 德 回答 沒,1.9769177814697934
第 二 接收 湖 北 坐 香港 人 國 龍 飛機 旅遊 待 六 時 飛回來 香港 接收 大約 一 百 三 十 人,2.720352744563626
坐 湖 北 香港 人 香港 負責,0.6348862669875862
第 一 飛機 不同 回來 香港 真 去 檢測 中 心 不 好像 給 家 坐 分開 完,2.127982534606279
限制 酒 全部 不 酒吧 外 冬季 希望 政府 全部 關閉場所 能 停 病 毒 <STOP> 有,2.5160392342009503
二 千 一 百 五 八 億 暫時 撥款 想 控制 久 年 尾 完 新 久 開始 不行 政府 支出,2.2618914101598118
包括 買 各種 或者 出糧 真 下午 有關 姓 朱 名字 開會 人 主 匯報 支持,2.9666872984445596
真 內 安排 以前 一 樣,0.5086081910715761
內地 習 權力 名字 參加 會,1.0834209927980911
內地 說 病 毒 分開 國 沒 國 不理 不行,1.2965794428391602
內地 真 內 管理 同時 一 樣 困難 美國 國 給 自 做到 防 會,2.129757914226807
英國 王 內 說 真 王 真 顯明鏡觀察 証實 肺 發炎 有,1.439905576180015
東 南 亞洲 最 多 甚麼 馬來西亞 多 加 一 百 七 二 全部 計算 一 千 八 百 政府 說 加長 隔離 全部 兩 星期 全部 三 月 尾,3.114559538855605
政府 視情況 雲 多 一 星期 下雨 地區 閃電,2.1803145931144288
天氣 有時 有 太陽 早 晚 霧 薄 溫度 二 十 一 至 二 十 七,1.6320549055782325
未來 怎樣 早上 晚上 溫暖 星期 五 晚上 星期 六 不時 大雨 大風 閃電,4.112421940418555
香港 証實 加 新冠肺炎 四 十 三 人 內 有關 十 一 有關 啤酒 街 羣組,2.2342243340530623
政府 計劃 決定 餐廳 內 酒 飲 不能 賣 不能 消息 說 特別 會議 關於 預防 肺炎 規則 如何,3.9836797901664083
美國 一 日 新 加 差不多 一 萬 四 千,0.573826946465348
西班牙 數目 死亡 超 內地,1.5917615736009467
接觸 多 再 加 關係 他 影響 人 嚴重,1.2196175087778318
覺得 <MUMBLE> 等待 長時間 要 一 個 一 個 問 清楚 完 要 接觸 是不是 好像 感覺 全部 危險,3.3140107820561093
這 香港 本土 病 間中 有 例如 辦公室 有 其他 地方 關於 這些 傳染 散播 這 有,3.6870657932521116
宿舍 客廳 範圍 放置 噴霧 外傭 噴手 預防 能,2.969002027690039
啤酒 口罩 除下 碰杯 聊天 或者 醉酒 或者 親蜜 行為 容易 互相傳染 危險 加,4.327709835362287
現在 規則 計劃 可能 有用 幫 能,1.736283664286125
地鐵 規則 加 二 點 五 五 錢 加 能 現在 頂點 可能 延遲 車票 今年 仍然 多 變化 不,3.3827610135691724
民主黨 名字 鄭麗瓊 自 有關 上網 發布 警察 資料 鼓吹 暴力 被捕,3.818735691323163
新冠肺炎 現在 環境 社會 傳播 現在 關於 環境 影響 有 現在 全部 地鐵 會 加 優惠 一 程 三 點 三 三 減 直到 明年 頭,4.496411284431384
衞生署 現在 即時 樣本 交回 後 人 有關 快 自行 回家 隔離 日 十 四 要,3.2671127949113212
任何 議員 覺得 任何 人 飛抵 香港 後 檢測 答案 未 到處去 社會 傳播 危險 說 實驗室 搬 地方 中轉 要 檢測 正常 無問題 回家 正確,6.36326785786072
昨日 日本 那裡 首相 電話 通話 我 祝賀 他 聰明 選 希望 奧運 二 零 二 一 做 好 做 能,3.8819668590367247
剛剛 名字 說 能 延後 決定 好 保護 選手 健康 明年 奧運 加 大型 完滿,3.6537470822050295
新 消息 消息 說 行政會議 明日 特別 會議 談 關於 抵抗 立法 規則 快 日期 說 會,3.6139722268556964
天氣 情況 雲 多 今 晚上 明早 霧 早上 時間 陽光 風 <MUMBLE> 南,2.2575786584830952
現在 氣溫 二 十 四 濕度 七 八 七 百份比,1.9400945307685284
香港 証實 加 新冠肺炎 數目 六 十 五 一 日 多 第 一 現在 計算 全部 超 五 百,2.1752273295156637
