ID,Decoded Sentence,Target Sentence,Accuracy
2020-03-29/000480-000628,"['病', '包括', '三', '看', '看', '小時', '知道', '有', '接受', '心', '說', '<BAD>', '<BAD>', '<BAD>']","['屋', '政府', '說', '不知道', '哪裡', '來', '發現', '不能', '加', '遲', '區域', '看到', '有', '傳播']",0.0
2020-03-29/008135-008325,"['某人', '下', '山', '山', '示威', '示威', '明日', '明日', '調查', '十', '調查', '調查', '決定', '決定', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['政府', '今日', '開始', '禁止', '<BAD>', '超', '四', '人', '<BAD>', '外', '聚集', '多', '區域', '繼續', '有', '多', '員工', '聚集']",0.0
2020-03-29/023060-023225,"['現在', '一定', '一定', '委員', '名字', '名字', '擔心', '<MUMBLE>', '但是', '食物', '買', '封閉', '問題', '完成', '<BAD>', '<BAD>', '<BAD>']","['財政', '負責', '名字', 'C', '波', '說', '<X>', '兩', '天', '後', '<X>', '生意', '賺', '數', '看', '下降', '繼續']",0.0
2020-03-30/012368-012451,"['等', '<BAD>', '屋', '說', '評估', '評估', '題目']","['真', '專注', '甚麼', '外', '進來', '病', '加']",0.0
2020-03-31/000843-001061,"['政府', '有權力的人', '團體', 'O', '準備', '十', '人', '<BAD>', '區域', '各種', '包括', '<BAD>', '有關', '有關', '第', '第', '年', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['政府', '說', '肺', '<X>', '其他', '感染', '肺', '康復', '有時', '進步', '搬遷', '另', '一', '個', '檢測', '中', '心', '給', '房間', '專門', '派']",0.047619047619047616
2020-04-01/029605-029875,"['現在', '自', '名字', '活動', '如果', '明白', '說', '我', '我', '希望', '希望', '希望', '繼續', '繼續', '喫飯', '能', '人人', '<X>', '身份', '身份', '<BAD>', '<BAD>']","['內地', '現在', '自', '內地', '內', '肺', '防', '區域', '其他', '這', '這', '這', '嚴', '重', '或者', '這', '國', '給', '支持', '幫', '幫', '幫']",0.0
2020-04-02/000716-000896,"['飛機', '重要', '開始', '一', '上', '一', '天', '一', '加', '能', '全部', '肺炎', '死亡', '上升', '上升', '生意', '生意', '二']","['議員', '覺得', '這', '美容', '屋', '內', '有', '傳染', '危險', '這', '經濟', '停', '但是', '組', '他們', '反對', '<BAD>', '<BAD>']",0.0
2020-04-02/027353-027601,"['全部', '選', '二', '全部', '或者', '多', '加', '全部', '拘捕', '三', '拘捕', '拘捕', '拘捕', '三', '十', '八', '日', '西', '估計', '訪問', '', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['証實', '肺', '全世界', '人', '計算', '計算', '超', '九', '三', '萬', '四', '萬', '七', '千', '死亡', '肺', '最', '嚴重', '美國', '一', '日', '加', '二', '萬', '六', '千']",0.0
2020-04-05/023287-023522,"['美國', '權力', '想', '想', '想', '想', '一', '樣', '一', '樣', '樣', '樣', '<BAD>', '保護', '保護', '保護', '公司', '要', '公司', '保護', '國']","['政府', '財政司司長', '名字', '波', '說', '未來', '六', '個', '月', '經濟', '不好', '<BAD>', '進步', '不能', '公司', '或者', '個人', '自', '準備', '要', '<BAD>']",0.0
2020-04-06/009843-009942,"['多', '早上', '八', '日', '給', '給', '快', '曾經', '留']","['現在', '有', '擔心', '繼續', '分析', '<MUMBLE>', '要', '<BAD>', '<BAD>']",0.0
2020-04-06/012790-013102,"['美國', '法', '法', '法', '法', '法', '規則', '規則', '北京', '幫', '幫', '規則', '規則', '如何', '如何', '如何', '有', '四', '十', '能', '發展', '發展', '法', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['政府', '三', '月', '二', '十', '九', '日', '開始', '限制', '聚集', '<X>', '四', '人', '限制', '以前', '聚集', '禁止', '屋', '提醒', '張貼', '<X>', '四', '人', '超', '不能', '聚集', '有', '街', '人', '不滿', '荒謬']",0.0
2020-04-06/020629-020794,"['証實', '肺炎', '肺炎', '這', '或者', '或者', '名字', '區域', '區域', '覺得', '不能', '這', '不知']","['', '病', '肺炎', '情況', '延後', '有關', '抽', '居屋', '網上', '說', '直播', '<BAD>', '<BAD>']",0.07692307692307693
2020-04-06/031703-031868,"['其實', '山', '晚上', '好像', '外', '外', '外', '十', '寫', '心', '安全', '心', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['最後', '看', '天氣', '雲', '多', '<X>', '有時', '大雨', '今', '晚上', '明天', '早上', '清涼', '最', '低', '溫度', '十', '六']",0.0
2020-04-07/016698-016786,"['提醒', '屋', '平', '平', '不同', '自由', '']","['新聞', '時間', '繼續', '關於', '香港', '情況', '經濟']",0.0
2020-04-10/018229-018525,"['他', '香港', '命令', '入', '山', '山', '公司', '這', '這', '剛剛', '交流', '要', '交流', '急', '計劃', '急', '計劃', '急', '差不多', '快', '建議', '會', '如何', '最後', '最後', '<BAD>']","['這', '威', '權', '屋', '這', '<BAD>', '千', '足球', '場地', '變', '暫時', '醫', '屋', '給', '給', '牀', '牀', '二', '千', '星期日', '開始', '接收', '某些', '醫療', '管理', '要']",0.0
2020-04-10/032087-032317,"['部分', '印度', '明天', '停', '停', '傳染', '買', '戴口罩', '四', '會', '我', '我', '不', '失敗', '晚上', '三', '十', '一', '百', '賣', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['雷暴', '地區', '有時', '地方', '看', '看不到', '溫度', '一', '九', '二', '五', '下', '星期', '六', '星期日', '星期', '一', '星期', '二', '陽光', '乾', '早', '晚', '涼']",0.0
2020-04-11/023008-023347,"['兩', '衞生', '停', '停', '部門', '部門', '隔離', '主席', '說', '說', '', '考試', '星期', '星期', '考試', '說', '準備', '封關', '月', '擔心', '擔心', '前', '四', '千', '一', '百', '可能', '病', '拘捕', '<BAD>']","['這些', '網上', '名字', '容易', '變', '或者', '取消', '看不到', '找', '找', '找不到', '想', '記錄', '這', '有', '這', '用', '號碼', '這', '獨立', '一', '個', '一', '個', '一', '個', '如果', '研究', '多', '容易']",0.03333333333333333
2020-04-11/031618-031958,"['美國', '甚麼', '死亡', '南', '區域', '區域', '香港', '大約', '<MUMBLE>', '這', '再', '有', '三', '武漢', '武漢', '要', '內地', '發現', '比較', '即刻', '', '不同', '屋', '英國']","['天氣', '情況', '雲', '多', '風', '輕', '東', '南', '晚', '北', '風', '加', '有時', '雨', '區域', '地方', '打雷', '早', '晚', '涼', '最', '低', '十', '六']",0.0
2020-04-12/000468-000600,"['其實', '其實', '其實', '其實', '有權力的人', '水', '政府', '事', '行為', '不']","['真', '內', '新', '計算', '一', '數', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-04-12/001360-001702,"['兩', '波', '波', '考慮', '方法', '因為', '因為', '<BAD>', '病', '炎', '炎', '提醒', '七', '世界', '分', '世界', '分', '要', '北', '要', '北', '不能', '幫', '分開', '幫', '幫', '希望', '希望', '可能', '國', '規則', '<BAD>', '<BAD>', '<BAD>']","['香港', '加', '新', '四', '新冠', '肺', '炎', '三', '月', '中', '全部', '現在', '第', '一', '次', '一', '位', '計算', '計算', '一', '零', '零', '四', '病', '病', '計算', '計算', '下降', '有', '代表', '病', '控制', '能', '不']",0.0
2020-04-13/015314-015412,"['名字', '賣', '武漢', '武漢', '變', '加', '加', '六', '十']","['但是', '代表', '能', '殺', '裡面', '細菌', '不', '', '<BAD>']",0.0
2020-04-13/017393-017696,"['政府', '變', '加', '好', '新冠', '入', '計算', '計算', '計算', '要', '定', '來', '來', '去', '酒吧', '說', '多', '幫', '小', '服務', '危險', '急', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['香港', '買', '買', '負責', '說', '現在', '內地', '運貨', '活', '豬', '下降', '<MUMBLE>', '成交', '賣', '<MUMBLE>', '錢', '高', '貴', '<MUMBLE>', '要', '求', '政府', '談', '內地', '<MUMBLE>', '計劃', '<MUMBLE>', '如何', '清走', '消除', '']",0.0
2020-04-13/031194-031276,"['另', '另', '美國', '<MUMBLE>', '化驗', '化驗', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['沙', '這', '三', '四', '分鐘', '時間', '巴', '二', '至', '零', '']",0.0
2020-04-15/010124-010478,"['內地', '有', '開始', '<BAD>', '內地', '<BAD>', '內地', '擔心', '擔心', '甚麼', '甚麼', '甚麼', '剛剛', '經濟', '經濟', '關係', '能', '檢測', '要', '研究', '研究', '研究', '違法', '內地', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['今', '全部', '國', '安全', '教育', '節日', '香港', '規則', '<MUMBLE>', '上', '網', '放', '放', '多', '影片', '影片', '裡面', '有', '中', '聯合', '主要', '有權利的人', '名字', 'J', '說', '香港', '歸還', '內地', '年', '年', '二', '三', '至今為止', '現在', '國', '安全', '有', '弱', '感覺', '保護', '國', '安全']",0.0
2020-04-15/012338-012517,"['懲罰', '今', '文', '會', '五', '五', '會', '今', '今', '今', '明天', '後', '奧運', '再', '名字', '會']","['違法', '違法', '行為', '如果', '開始', '停', '管理', '不能', '可能', '提升', '危險', '損害', '國', '安全', '', '<BAD>']",0.0
2020-04-15/015467-015804,"['我', '甚麼', '甚麼', '有', '但是', '甚麼', '<BAD>', '這', '例如', '變', '變', '變', '晚上', '<MUMBLE>', '首先', '首先', '資料', '來', '暫時', '怎樣', '路', '急', '急', '情況', '<BAD>', '<BAD>']","['如果', '和平', '方法', '沒用', '這', '命名', '<BAD>', '變', '暴力', '代表', '正確', '真', '<BAD>', '代表', '他們', '行為', '不理', '法', '規則', '香港', '推', '暴力', '影響', '違法', '代表', '違法']",0.038461538461538464
2020-04-15/016778-016931,"['這', '這', '有', '日期', '計算', '懷疑', '想', '估', '估', '估', '<MUMBLE>', '文件', '<MUMBLE>']","['感覺', '<MUMBLE>', '犧牲', '責任', '<BAD>', '最', '嚴重', '誰', '內地', '的', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-04-15/019089-019353,"['兩', '泰國', '肺炎', '三', '三', '有', '三', '比', '<X>', '比', '男', '曾經', '真', '外', '關於', '負責', '負責', '急', '急', '一', '樣', '一', '樣', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['控告', '要', '求', '延後', '再次', '裁判', '有', '控告', '看', '差不多', '情況', '再次', '懲罰', '懲罰', '懲罰', '法官', '感覺', '這', '真', '決定', '一', '月', '最後', '決定', '<MUMBLE>', '延後', '<X>', '不公平', '']",0.0
2020-04-15/020631-020937,"['如果', '不知道', '名字', '錢', '錢', '現在', '訓練', '社會', '保護', '會', '另', '或者', '議員', '另', '想', '自', '研究', '一', '說', '真', '甚麼', '甚麼', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['英', '冠', '高級', '說', '這', '能', '限制', '<MUMBLE>', '退出', '不能', '變成', '接受', '減少', '工資', '留下', '仍然', '隊伍', '如果', '不', '隊伍', '變成', '<BAD>', '人', '走', '走', '走', '現在', '仍然', '思考', '計劃', '']",0.0
2020-04-16/000952-001094,"['以前', '建議', '山', '建議', '學校', '申請', '投票', '投票', '<BAD>', '能', '<BAD>', '<BAD>']","['日本', '政府', '新聞', '開始', '加', '著急', '區域', '地方', '加', '全部', '日本', '']",0.0
2020-04-16/030778-031026,"['北', '北京', '中', '有關', '有關', '影響', '影響', '國際', '調查', '留意', '留意', '懲罰', '新', '肺', '肺', '有', '最後', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['足球', '有權利的人', '會', '開始', '開始', '董', '事', '會', '<MUMBLE>', '決定', '準備', '八', '月', '中', '再次', '開始', '開始', '下次', '準備', '十', '一', '<MUMBLE>', '開始', '會', '']",0.0
2020-04-17/018431-018620,"['L', 'A', '領袖', '領袖', '首先', '支持', '帶', '希望', '香港', '意大利', '十', '門', '外', '衞生', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['美國', '新', '加', '超', '三', '萬', '証實', '病', '有', '特朗普', '說', '分開', '分開', '分開', '時間', '<MUMBLE>', '經濟', '再次', '<MUMBLE>', '開始']",0.0
2020-04-18/011599-011766,"['政府', '說', '月', '七', '一', '工作', '工作', '工作', '工作', '老闆', '一', '馬', '信', '自']","['政府', '權力', '林鄭月娥', '歡迎', '全部', '批准', '錢', '能', '部分', '計劃', '開始', '接受', '申請', '<BAD>']",0.07142857142857142
2020-04-19/001015-001234,"['現在', '負責', '名字', '公', '這', '外', '外', '北京', '準備', '計劃', '計劃', '計劃', '計劃', '大約', '第', '一', '尾', '香港', '']","['病毒', '研究', '專家', '負責', '說', '新冠肺炎', '事實', '研究', '製造', '不', '感覺', '人類', '智慧', '製造', '不可能', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-04-19/007362-007587,"['美國', '來', '四', '四', '開始', '開始', '五', '以前', '區域', '傳染', '沒', '有', '一', '人', '多', '投票', '不', '少']","['估計', '下年', '<BAD>', '下年', '中', '後', '新冠肺炎', '可能', '疫苗', '短', '時間', '口罩', '要', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-04-19/011578-011696,"['一', '政府', '<X>', '警察', '警察', '警察', '拘捕']","['建議', '政府', '工作', '負責', '加強', '學習', '基本法']",0.14285714285714285
2020-04-19/030679-030764,"['明天', '溫度', '新', '加', '差不多', '百分比', '接收']","['電視', '直播', '六', '小時', '網上', '唱歌', '<BAD>']",0.0
2020-04-20/031205-031446,"['外', '文', '小', '桌', '安全', '鼓勵', '香港', '主席', '家', '入', '能', '估', '估', '估', '幫', '<MUMBLE>', '關閉', '關閉', '以前', '說', '關於', '調查', '快', '會']","['名字', '足球', '傑志', '名字', '<X>', '確定', '上', '星期', '六', '檢測', '病毒', '醫院', '批准', '返回', '家', '休息', '分開', '坐', '不要', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-04-20/032185-032406,"['最', '地方', '三', '十', '二', '一', '萬', '飛機', '女', '女', '兩', '不能', '時間', '時間', '陽光', '陽光', '陽光', '陽光', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['雲', '加', '明日', '間中', '地區', '有', '雨', '早上', '海', '附近', '霧', '<X>', '早', '午', '有', '太陽', '溫度', '二', '十', '四', '至', '二', '十', '八']",0.0
2020-04-21/005636-005836,"['內地', '另', '三', '覺得', '覺得', '申請', '做', '方法', '差不多', '波', '說', 'A', '人', '全部', '瞭解', '下', '星期', '<BAD>', '<BAD>', '<BAD>']","['名字', '報導', '香港', '加', '冠狀', '肺炎', '加', '有', '四', '<BAD>', '四', '外', '回來', '傳染', '全部', '數目', '一', '零', '二', '九']",0.0
2020-04-21/015579-015752,"['南韓', '開始', '時間', '要', '特朗普', '說', '七', '要', '七', '個', '個', '變', '變', '自']","['入境', '屋', '權力', '名字', '曾', '晚上', '入境處', '離開', '時', '<X>', '準備', '出任', '回答', '沒']",0.0
2020-04-22/021572-021678,"['研究', '說', '組', '要', '曾經', '到', '到', '反對', '<BAD>', '<BAD>', '<BAD>']","['希望', '多', '人', '能', '回去', '能', '給', '另', '人', '來', '來']",0.0
2020-04-22/032469-032545,"['今', '溫度', '三', '十', '濕', '百分比', '七', '十']","['現在', '氣溫', '二', '十', '濕度', '九', '四', '<BAD>']",0.125
2020-04-23/011383-011626,"['名字', '心', '<MUMBLE>', '有', '議員', '病', '現在', '現在', '要', '拘捕', '仍然', '一', '哪裡', '哪裡', '完成', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['名字', '入', '年', '<BAD>', '政府', '入', '十', '二', '', '不同', '人', '接觸', '有', '以前', '撥款', '加', '減', '<X>', '看', '情況']",0.05
2020-04-23/015563-015751,"['名字', 'L', '委員會', '委員會', '星期', '提醒', '提醒', '貨物', '合作', '合作', '合作', '合作', '中', '這', '快', '<BAD>']","['現在', '肺', '情況', '多', '老', '服務', '停', '組織', '關注', '留意', '<X>', '社署', '部分', '服務', '恢復', '要']",0.0
2020-04-23/016501-016584,"['新聞', '時間', '繼續', '服務', '意見']","['新聞', '時間', '關於', '新聞', '經濟']",0.4
2020-04-23/018139-018450,"['內地', '衞生', '衞生', '事', '香港', '人', '到', '香港', '沒', '外', '衞生', '委員會', '委員會', '委員會', '這', '香港', '這', '減', '這', '能', '命令', '這', '命令', '這', '<MUMBLE>', '這', '<MUMBLE>', '防', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['一', '月', '底', '全部', '學', '幼兒', '中', '心', '<X>', '老', '<X>', '<X>', '保障', '中', '心', '全部', '服務', '暫停', '三', '月', '頭', '政府', '部分', '恢復', '恢復', '服務', '<X>', '<X>', '中', '心', '關門', '仍然']",0.0
2020-04-24/031406-031634,"['美國', '投票', '晚', '以前', '武漢', '關於', '車', '雨', '雨', '最', '法', '例如', '時', '超', '超', '時', '澳門', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['天氣', '<X>', '雲', '多', '間中', '下雨', '今', '晚上', '明天', '早上', '清涼', '會', '最', '低', '十', '八', '', '早上', '高', '氣溫', '二', '十', '二']",0.0
2020-04-26/004422-004772,"['美國', '星期', '返', '返', '香港', '証實', '香港', '醫', '管', '管', '決定', '決定', '安全', '談', '', '<MUMBLE>', '限制', '不', '禁止', '禁止', '二', '月', '說', '房', '說', '這', '影響', '人', '一', '樣', '不同', '禁止', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['臺灣', '北', '政府', '說', '這', '唱歌', 'O', 'K', '林', '<MUMBLE>', '真', '三', '月', '最後', '真', '消防', '檢測', '安全', '完成', '完', '申請', '維修', '未', '開始', '批准', '這', '開始', '安排', '真', '文', '說', '暫停', '工作', '要', '現在', '檢測', '要', '']",0.02631578947368421
2020-04-27/014635-014803,"['如果', '議員', '我們', '考慮', '香港', '給', '關門', '關門', '人人', '說', '派', '準備', '批准', '影響', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['D', 'S', 'E', '一', '四', '個', '裡面', '重要', '知', '寬', '現在', '肺', '發炎', '影響', '一', '樣', '仍然', '考試', '']",0.05263157894736842
2020-04-27/023138-023257,"['如果', '馬', '馬', '寫', '美國', '人', '退', '清楚', '差', '<BAD>']","['說', '完', '內地', '部', '部', '部', '等', '等', '各種', '']",0.0
2020-04-28/032034-032238,"['這', '一', '能', '香港', '危險', '香港', '危險', '少', '繼續', '濕', '小', '地方', '外國', '知道', '暫時', '<BAD>', '<BAD>']","['今', '星期', '部分', '時間', '陽光', '早上', '熱', '會', '今', '星期', '六', '星期日', '濕', '濕', '早上', '霧', '有']",0.0
2020-04-29/024667-024916,"['衞生', '衞生', '說', '經濟', '經濟', '經濟', '最後', '外', '等', '發生', '發生', '衞生', '國', '保護', '他們', '前', '成功', '特朗普', '來', '來', '有']","['傳染', '中', '心', '研究', '止', '三', '月', '中', '傳染', '仍然', '低', '機會', '接觸', '禁止', '有', '用', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-04-30/007265-007381,"['這', '地方', '地方', '<BAD>', '股票', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['的士', '這', '人', '排隊', '等', '車', '等', '來', '來']",0.0
2020-05-01/019040-019240,"['北京', '北京', '九', '日', '這', '包括', '証實', '一', '九', '限制', '一', '沒', '沒', '醫院', '沒', '沒', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['五', '月', '一', '期間', '一', '星期', '北京', '舊', '屋', '多', '開', '開', '限制', '人', '入', '參觀', '真', '人', '限制', '有']",0.0
2020-05-01/019785-019878,"['衞生', '外', '區域', '區域', '影響', '影響', '', '<BAD>', '<BAD>']","['繼續', '新聞', '時間', '關於', '看', '沙田', '真', '情況', '看']",0.0
2020-05-01/021999-022177,"['現在', '現在', '開始', '開始', '希望', '希望', '計劃', '能', '提醒', '關門', '衞生', '鼓勵', '阻止', '<BAD>', '<BAD>', '<BAD>']","['今', '警察', '即', '開咪', '說', '說', '說', '甚麼', '全部', '今', '人', '散開', '散開', '散開', '散開', '要']",0.0
2020-05-02/021014-021100,"['內地', '多', '美國', '男', '最', '男', '七', '']","['影響', '我', '觀察', '控制', '能', '估', '<BAD>', '<BAD>']",0.0
2020-05-02/022283-022525,"['兩', '日', '學生', '月', '急', '一', '二', '二', '天', '工作', '炎', '估', '估', '估', '人', '<BAD>', '支持', '考慮', '其他', '樣', '<BAD>', '<BAD>']","['但是', '真', '全部', '政府', '錢', '用', '我', '會', '不', '浪費', '不', '真', '香港', '今', '<MUMBLE>', '負', '借', '超', '三', '百', '八', '十']",0.0
2020-05-02/023816-023963,"['以前', '一定', '一定', '男', '完成', '完成', '<MUMBLE>', '<BAD>', '樣', '後', '有', '食', '如何']","['病', '病', '肺', '炎', '比較', '嚴重', '可能', '要', '吸入', '氧氣', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-02/025320-025594,"['人', '屋', '寫', '這', '名字', '名字', '感染', '如果', '會', '政府', '說', '反對', '人', '建議', '有', '全部', '這', '真', '有', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['防', '防', '平衡', '有', '另', '條件', '包括', '歲', '一', '八', '至', '五', '五', '男', '重', '要', '六', '五', 'K', 'G', '以上', '長', '病', '沒', '通過', '血', '捐', '能']",0.0
2020-05-02/025902-026177,"['防', '防', '<X>', '名字', '名字', '早上', '早上', '下午', '月', '一', '時', '新', '新', '<X>', '變', '變', '繼續', '繼續', '能', '坐', '能', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['一', '一', '零', '萬', '人', '超', '証實', '肺', '炎', '美國', '這', '批准', '名字', '名字', '德', '給', '幫', '醫治', '某些', '新型冠狀', '肺', '炎', '病', '病', '人', '專', '擔心', '影響', '身體', '會']",0.0
2020-05-03/007801-007938,"['內地', '現在', '有關', '關於', '<MUMBLE>', '站', '有', '之後', '之後', '暫時', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['沙灘', '這', '多', '帳篷', '帳篷', '一', '點', '五', '米', '隔開', '沒', '有', '部分', '超', '四', '人', '聚集']",0.0
2020-05-03/013316-013608,"['政府', '一', '說', '<MUMBLE>', '要', '一', '億', '加', '<MUMBLE>', '個', '個', '入', '即', '會', '某些', '學生', '某些', '快', '<MUMBLE>', '一', '個', '<X>', '街', '取消', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['印度', '新冠', '肺', '炎', '控制', '不能', '二', '千', '六', '百', '人', '傳染', '感染', '肺', '炎', '真', '現在', '新', '高', '即', '變', '穩定', '南韓', '星期', '三', '開始', '經濟', '恢復', '活動']",0.0
2020-05-04/001025-001282,"['內地', '說', '研究', '估計', '估計', '考試', '香港', '最後', '關於', '報告', '化驗', '規則', '規則', '規則', '自由', '自由', '安全', '安全', '規則', '高', '批准', '完成', '完成']","['外', '股票', '指數', '經濟', '基金', '全部', '計算', '計算', '內', '真', '損失', '勁', '金', '管', '屋', '說', '真', '給', '樓', '樓', '減', '計劃', '沒']",0.0
2020-05-04/001342-001456,"['餐廳', '再', '喫飯', '開', '開', '給', '澳門', '全部', '<BAD>', '<BAD>', '<BAD>']","['現在', '準備', '請看', '香港', '今', '加', '一', '新冠', '肺', '炎', '入']",0.0
2020-05-04/008657-008760,"['', '差不多', '中', '一', '証實', '負責', '去', '緊急', '<BAD>', '<BAD>', '<BAD>']","['香港', '今', '有', '關', '新', '一', '新冠', '肺', '炎', '美國', '返']",0.0
2020-05-04/011013-011221,"['內地', '任何', '申請', '申請', '申請', '七', '零', '零', '零', '日本', '發展', '希望', '退', '真', '重複', '重複', '人', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['另', '送院', '病', '人', '過程', '會', '看', '看', '人', '手', '安排', '病', '病', '計算', '醫', '屋', '內', '防', '防', '病', '或者', '安排']",0.0
2020-05-04/013200-013410,"['世界', '星期', '二', '三', '分鐘', '普通', '普通', '最', '最', '全部', '身體', '<BAD>', '<BAD>']","['三', '起名', '好像', '車', '壞', '了', '希望', '第', '二', '日期', '期間', '正面', '不']",0.0
2020-05-04/017854-017981,"['新', '新聞', '山', '開始', '下午', '有', '早上', '最', '降下', '一', '二', '東', '一']","['香港', '股票指數', '降下', '幾', '千', '點', '真', '現在', '兩', '星期', '內', '降下', '勁']",0.0
2020-05-04/025860-025940,"['真', '關', '一', '有', '<MUMBLE>', '減少']","['立', '法', '會', '影響', '勁', '<BAD>']",0.0
2020-05-04/029879-029996,"['對於', '小', '小', '小', '看', 'L', '題目', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['影片', '一', '五', '分鐘', '百', '幾', '萬', '看', '全部', '看', '<MUMBLE>']",0.0
2020-05-07/031535-031643,"['新', '新', '各種', '這', '山', '請', '請', '請', '走', '<BAD>']","['估', '計算', '計算', '雲', '多', '熱', '最', '低', '二', '八']",0.0
2020-05-09/009913-010190,"['安全', '衞生', '香港', '安全', '多', '多', '多', '<MUMBLE>', '今', '外', '一起', '清楚', '一起', '負責', '意見', '意見', '意見', '政府', '過程', '過程', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['真', '海洋公園', '今', '方法', '新', '恢復', '變', '立', '法', '會', '談', '有', '組', '意見', '有', '名字', '華', '知道', '全部', '看', '看', '海洋公園', '關閉', '不喜歡']",0.0
2020-05-09/019201-019377,"['日本', '另', '次', '加', '四', '四', '以前', '五', '計算', '計算', '計算', '再', '再', '新', '十', '考試', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['內', '有', '全部', '一', '千', '零', '六', '十', '貨品', '全部', '重', '三', '四', '<MUMBLE>', '全部', '四', '千', '七', '百', '五', '十', '萬']",0.0
2020-05-10/008587-008665,"['如果', '擔心', '去', '擔心', '說', '依然', '不能']","['仍然', '上升', '肺', '炎', '有', '<BAD>', '<BAD>']",0.0
2020-05-10/023723-023887,"['名字', '命令', '命令', '命令', '<MUMBLE>', '少', '二', '十', '老', '老', '病', '寫', '部門', '去']","['真', '警察', '拘捕', '三', '人', '級', '一', '殺', '店鋪', '戴口罩', '要', '壓力', '大', '<BAD>']",0.0
2020-05-10/025235-025342,"['天氣', '情況', '雲', '多', '部分', '雨', '地區', '閃電', '<BAD>']","['天氣', '情況', '雲', '多', '部分', '有', '雨', '雨', '雷']",0.5555555555555556
2020-05-11/011051-011331,"['再', '再', '部分', '<X>', '懲罰', '懲罰', '特別', '特別', '屋', '定', '能', '能', '我們', '華', '情況', '情況', '買', '要', '重要', '要', '不', '我', '會']","['降下', '再', '起立', '最後', '保安', '扶起', '走', '強', '真', '問', '問', '擔心', 'C', '私下', '控告', '會不會', '他', '說', '要', '再', '處理', '<BAD>', '<BAD>']",0.043478260869565216
2020-05-12/007624-007857,"['衞生', '衞生', '屋', '說', '法', '香港', '大', '跟', '跟', '跟', '問題', '問題', '條例', '條例', '保護', '組', '保護', '保護', '權力', '評估', '評估', '說', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['勞工', '福利', '屋', '領袖', '名字', '羅', '下', '一', '星期', '準備', '詳細', '申請', '程序', '如何', '再', '看', '情況', '這', '反應', '第', '二', '申請', '內容', '這', '再', '決定']",0.038461538461538464
